customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00180,Male,0,Yes,Yes,3,Yes,Yes,No,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,94.24,,No
CUST00181,Male,0,No,Yes,29,No,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,94.24,4,Yes
CUST00182,Female,0,No,No,45,No,No,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),94.24, ,No
CUST00183,Male,0,No,Yes,26,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,8,Yes
CUST00184,Male,0,Yes,No,44,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,94.24, ,Yes
CUST00185,Male,0,No,Yes,36,No,No phone service,No,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,94.24, ,No
CUST00186,Female,1,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.24,7,No
CUST00187,Male,0,No,Yes,60,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,94.24,5,No
CUST00188,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,5,No
CUST00189,Female,0,No,No,46,No,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.24,7,Yes
CUST00190,Male,0,No,Yes,20,No,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),94.24,8,No
CUST00191,Male,0,No,No,16,Yes,No,No,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),94.24,5,No
CUST00192,Male,0,No,No,54,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),94.24,.,No
CUST00193,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),94.24,,Yes
CUST00194,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,94.24,8,No
CUST00195,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.24,5,No
CUST00196,Female,0,No,No,36,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Two year,No,Mailed check,94.24,8,No
CUST00197,Female,1,No,Yes,12,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,94.24, ,No
CUST00198,Male,0,No,Yes,24,No,No phone service,No,No,No,No,No internet service,No,Yes,One year,No,Electronic check,94.24,,No
CUST00199,Male,1,Yes,No,0,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,Two year,No,Mailed check,94.24,5,Yes
CUST00200,Male,0,Yes,Yes,48,No,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,94.24,4,No
CUST00201,Female,1,Yes,No,34,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.24, ,No
CUST00202,Male,1,Yes,Yes,52,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24, ,No
CUST00203,Male,0,No,No,51,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.24,.,No
CUST00204,Female,0,No,Yes,53,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,94.24,8,Yes
CUST00205,Male,0,No,No,46,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,94.24,.,No
CUST00206,Female,0,No,Yes,42,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,94.24,7,No
CUST00207,Female,0,Yes,No,19,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.24,8,Yes
CUST00208,Female,0,No,Yes,32,No,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.24,8,No
CUST00209,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.24,7,No
CUST00210,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.24,8,Yes
CUST00211,Male,1,No,No,69,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,94.24,,No
CUST00212,Male,0,Yes,No,20,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,One year,Yes,Mailed check,94.24,4,No
CUST00213,Male,0,Yes,No,35,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,94.24,7,No
CUST00214,Male,0,No,Yes,53,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,7,No
CUST00215,Male,1,Yes,No,18,No,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,94.24,8,Yes
CUST00216,Female,0,Yes,Yes,24,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,94.24,8,Yes
CUST00217,Male,0,No,Yes,66,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,94.24,7,No
CUST00218,Female,0,Yes,Yes,52,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),94.24,.,No
CUST00219,Male,0,Yes,No,47,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST00220,Male,0,No,Yes,41,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,94.24,,No
CUST00221,Male,1,Yes,No,46,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,No,Electronic check,94.24, ,No
CUST00222,Female,0,No,No,41,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.24,4,Yes
CUST00223,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),94.24,,No
CUST00224,Female,1,Yes,No,5,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),94.24,8,Yes
CUST00225,Female,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,94.24,,No
CUST00226,Male,0,No,Yes,65,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,94.24,7,No
CUST00227,Female,1,Yes,No,39,No,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,94.24,7,No
CUST00228,Male,0,No,Yes,57,Yes,Yes,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,94.24,,Yes
CUST00229,Male,0,Yes,Yes,32,Yes,No phone service,No,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),94.24,4,No
CUST00230,Female,0,No,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,94.24,7,Yes
CUST00231,Female,0,Yes,No,11,No,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.24,.,No
CUST00232,Female,0,Yes,No,48,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),94.24,,No
CUST00233,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),94.24,,No
CUST00234,Female,0,Yes,Yes,50,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.24,.,No
CUST00235,Female,1,Yes,Yes,68,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,No,Electronic check,94.24, ,No
CUST00236,Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,94.24,7,No
CUST00237,Female,1,No,No,48,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.24,,No
CUST00238,Male,0,Yes,No,59,No,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,94.24,5,No
CUST00239,Female,0,Yes,No,45,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),94.24,5,No
CUST00240,Female,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,94.24, ,No
CUST00241,Male,0,No,Yes,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,7,No
CUST00242,Female,0,No,No,66,No,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,94.24,.,No
CUST00243,Male,1,No,Yes,12,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,94.24,4,No
CUST00244,Male,0,No,Yes,17,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,94.24,5,No
CUST00245,Female,0,Yes,Yes,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.24,8,Yes
CUST00246,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No,No,Yes,No,No internet service,One year,Yes,Electronic check,94.24,4,No
CUST00247,Male,0,No,No,33,Yes,No,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24, ,No
CUST00248,Male,0,No,Yes,11,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),94.24, ,Yes
CUST00249,Male,0,No,No,4,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,94.24,8,Yes
CUST00250,Female,0,No,Yes,47,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Two year,No,Credit card (automatic),94.24,4,No
CUST00251,Male,0,No,No,39,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),94.24, ,Yes
CUST00252,Female,0,No,No,12,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,94.24,.,No
CUST00253,Male,0,No,Yes,25,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,94.24,7,No
CUST00254,Male,0,No,No,13,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,94.24,8,Yes
CUST00255,Male,1,No,Yes,10,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,94.24,8,No
CUST00256,Male,0,Yes,No,37,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.24,5,No
CUST00257,Female,0,No,Yes,56,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,94.24,7,Yes
CUST00258,Female,0,No,Yes,21,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,94.24,7,No
CUST00259,Male,0,Yes,No,15,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,94.24, ,No
CUST00260,Male,1,Yes,No,28,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,94.24,,No
CUST00261,Female,0,Yes,Yes,1,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,94.24,4,No
CUST00262,Male,0,No,Yes,53,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),94.24,7,Yes
CUST00263,Male,0,No,No,1,No,Yes,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),94.24,.,Yes
CUST00264,Male,0,No,Yes,2,No,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,5,No
CUST00265,Female,0,No,Yes,55,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,,No
CUST00266,Female,0,Yes,Yes,71,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),94.24,7,No
CUST00267,Female,0,No,No,10,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.24,4,No
CUST00268,Male,0,No,Yes,31,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,94.24,4,No
CUST00269,Male,0,Yes,Yes,3,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,94.24,8,No
CUST00270,Female,1,No,No,8,No,Yes,No,Yes,No,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),94.24,7,No
CUST00271,Female,0,No,Yes,55,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,.,Yes
CUST00272,Female,0,No,Yes,15,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,94.24, ,No
CUST00273,Female,0,No,Yes,70,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,5,No
CUST00274,Male,1,Yes,Yes,9,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.24,.,No
CUST00275,Female,0,Yes,No,35,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST00276,Male,1,Yes,Yes,23,Yes,No phone service,No,Yes,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),94.24,5,Yes
CUST00277,Female,0,Yes,Yes,63,Yes,No,No,Yes,No internet service,No,No internet service,No,Yes,One year,No,Credit card (automatic),94.24, ,Yes
CUST00278,Male,0,No,Yes,55,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST00279,Female,0,No,Yes,21,Yes,No,No,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.24,,No
CUST00280,Female,0,No,Yes,51,No,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),94.24, ,No
CUST00281,Female,0,Yes,No,49,No,No phone service,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,94.24,7,No
CUST00282,Female,0,Yes,No,46,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),94.24,7,No
CUST00283,Male,0,Yes,Yes,22,No,No phone service,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,94.24,.,No
CUST00284,Female,0,No,Yes,18,No,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,94.24,,No
CUST00285,Male,0,No,No,51,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),94.24,.,Yes
CUST00286,Male,0,Yes,No,33,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,94.24, ,No
CUST00287,Male,0,Yes,No,28,No,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.24,5,Yes
CUST00288,Male,0,No,Yes,60,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST00289,Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),94.24,.,No
CUST00290,Male,0,No,Yes,4,No,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.24,7,Yes
CUST00291,Male,1,Yes,Yes,6,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,One year,No,Mailed check,94.24,.,No
CUST00292,Male,0,Yes,Yes,40,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,4,No
CUST00293,Female,0,Yes,Yes,1,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.24, ,No
CUST00294,Female,0,Yes,No,9,No,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,94.24,,No
CUST00295,Female,1,No,No,43,No,No,No,No internet service,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),94.24, ,Yes
CUST00296,Female,0,No,Yes,69,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST00297,Male,0,No,Yes,34,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),94.24,7,No
CUST00298,Male,1,Yes,Yes,61,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,94.24, ,No
CUST00299,Female,0,No,No,72,No,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,94.24, ,Yes
CUST00300,Male,0,No,No,19,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,94.24,.,Yes
CUST00301,Male,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.24,,No
CUST00302,Male,0,No,No,36,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),94.24,4,No
CUST00303,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,94.24,.,Yes
CUST00304,Female,0,Yes,No,53,Yes,Yes,No,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.24, ,No
CUST00305,Male,0,No,No,27,No,No,No,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,94.24, ,No
CUST00306,Female,1,No,Yes,69,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,94.24,5,No
CUST00307,Female,0,Yes,Yes,31,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.24,7,Yes
CUST00308,Female,0,Yes,Yes,10,No,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.24,8,No
